Name	Length	EffectiveLength	TPM	NumReads
FBgn0267610	864	690.597	0	0
FBgn0262851	1188	1014.4	14.5548	113.537
FBgn0053416	143	43.84	26.696	9
FBgn0267520	357	183.907	8.97359	12.691
FBgn0085765	30	9.838	13.2181	1
FBgn0267424	659	485.701	0	0
FBgn0030116	1305	1131.4	0	0
FBgn0031135	363	189.905	0	0
FBgn0263213	224	51.073	4.63327	1.82
FBgn0267878	266	92.961	0	0
FBgn0058441	177	16.886	0	0
FBgn0267864	485	311.8	0.000201	0
FBgn0085500	687	513.694	0	0
FBgn0085784	479	305.805	0.003521	0.008
FBgn0262848	1188	1014.4	2.87199	22.404
FBgn0063924	307	133.928	2.4339	2.507
FBgn0262616	554	380.764	0	0
FBgn0267891	718	544.682	0.001327	0.006
FBgn0053491	369	195.902	0.003527	0.005
FBgn0050374	600	426.75	0.304721	1
FBtr0347034	740	566.674	0	0
FBgn0267898	414	240.858	0.000613	0.001
FBgn0260469	925.543	752.12	1.408	8.144
FBgn0267874	253	79.974	0	0
FBgn0030243	4755.39	4581.79	39.7943	1402.1
FBgn0032269	1867	1693.4	0	0
FBgn0266369	2930	2756.4	21.277	451
FBgn0032596	776.103	602.762	193.518	897
FBgn0033770	665.983	492.688	0.263939	1
FBgn0259237	2786	2612.4	0	0
FBgn0013685	525	351.775	0.739334	2
FBgn0031021	768	594.662	63.9346	292.368
FBgn0033491	3329	3155.4	6.99734	169.79
FBgn0051141	961	787.561	0.165117	1
FBgn0284082	778	604.658	0	0
FBgn0036396	1352	1178.4	6.95223	63
FBgn0036641	883.663	710.25	36.8011	201
FBgn0027594	4478.54	4304.93	135.147	4474
FBgn0261954	7845.07	7671.46	53.5492	3159.04
FBgn0029987	639	465.711	1.67537	6
FBgn0031660	1139.32	965.717	144.082	1070
FBgn0038619	937.262	763.839	17.1947	101
FBgn0001341	3680	3506.4	9.71664	262
FBgn0037541	7052.37	6878.77	32.3925	1713.48
FBgn0016701	1175.62	1002.08	62.8086	484
FBgn0039110	1769.66	1596.05	68.1952	837
FBgn0038839	2837.12	2663.52	0.048823	1
FBgn0264307	3533.44	3359.84	8.31894	214.938
FBgn0263355	3529.93	3356.33	46.668	1204.5
FBgn0032482	2178.93	2005.33	148.888	2295.99
FBgn0050082	843	669.61	0.582606	3
FBgn0033698	5896	5722.4	20.1568	887
FBgn0032240	530	356.771	147.452	404.542
FBgn0029925	1070	896.398	25.3871	175
FBgn0039017	1757	1583.4	8.07978	98.382
FBgn0259711	908	734.579	14.1621	80
FBgn0051140	5760.96	5587.36	7.54075	323.999
FBgn0036813	1221	1047.4	40.7228	328
FBgn0004379	2913.41	2739.81	26.3894	555.999
FBgn0036158	782	608.656	0	0
FBgn0031816	2035.12	1861.52	12.2948	176
FBgn0034923	1675.98	1502.37	26.1817	302.482
FBgn0039582	1151	977.398	0	0
FBgn0051635	6287.96	6114.36	10.4851	493.001
FBgn0263117	5200.06	5026.46	0.058968	2.279
FBgn0030259	717	543.682	0	0
FBgn0029858	1852.24	1678.64	14.1047	182.072
FBgn0260745	2909.84	2736.24	178.551	3757
FBgn0015791	1156.07	982.476	115.55	873
FBgn0051453	1554.4	1380.8	62.3451	662
FBgn0025574	2102.58	1928.98	23.797	353
FBgn0039637	3175.46	3001.86	79.0152	1824
FBgn0023095	4739.94	4566.34	1.90802	67
FBgn0014022	1444	1270.4	19.0392	186
FBgn0035134	1243	1069.4	0.608004	5
FBgn0044826	3556.97	3383.37	72.373	1883
FBgn0030937	1405	1231.4	0	0
FBgn0085213	715	541.684	0.240066	1
FBgn0039875	2455.51	2281.9	68.8164	1207.57
FBgn0037736	3928.93	3755.33	0.242396	7
FBgn0024732	2153	1979.4	20.8915	318
FBgn0053700	1116	942.398	0	0
FBgn0260747	999.176	825.699	239.385	1520
FBgn0038011	1767	1593.4	0	0
FBgn0066365	2784.15	2610.54	0.000164	0.003
FBgn0039863	5861.19	5687.59	37.6795	1648
FBgn0037721	832.032	658.649	1.7769	9
FBgn0036459	2408	2234.4	0	0
FBgn0038291	1731	1557.4	14.5287	174
FBgn0001114	3261.09	3087.49	1020.23	24223
FBgn0262894	324	150.921	0	0
FBgn0015772	4865.01	4691.41	14.192	512
FBgn0030873	1721.56	1547.96	92.9083	1105.96
FBgn0086675	6911.1	6737.5	0.231234	11.981
FBgn0038223	4302.62	4129.02	11.0906	352.148
FBgn0027081	2320.48	2146.88	217.573	3592
FBgn0043458	3245.11	3071.5	62.7759	1482.75
FBgn0262010	471	297.813	0	0
FBgn0259963	337	163.915	0	0
FBgn0010238	2156	1982.4	107.317	1636
FBgn0034184	2949.73	2776.13	33.5389	716
FBgn0000018	1794	1620.4	22.8717	285
FBgn0032809	910	736.579	1.05927	6
FBgn0036605	513	339.785	0	0
FBgn0052280	1136.31	962.713	36.3268	268.935
FBgn0000055	1118.32	944.716	0.177907	1.293
FBgn0033657	3918	3744.4	0.069458	2
FBgn0035421	1684	1510.4	22.2128	258
FBgn0030666	1628.58	1454.98	1.16404	13.024
FBgn0011202	4199.05	4025.44	38.0223	1177
FBgn0050091	1681	1507.4	0	0
FBgn0033260	3372.74	3199.13	35.8925	883
FBgn0283427	8584.37	8410.76	949.513	61413
FBgn0033740	2222.1	2048.5	19.6154	309
FBgn0011725	2797.84	2624.23	28.0531	566.118
FBgn0034377	761	587.664	0.221282	1
FBgn0284248	680.991	507.687	791.477	3090
FBgn0040674	712.5	539.183	0	0
FBgn0036323	1637	1463.4	0	0
FBgn0038260	1973	1799.4	2.02352	28
FBgn0034617	1987	1813.4	13.9118	194
FBgn0262018	7550.68	7377.08	0.017627	1
FBgn0031873	840	666.612	25.3598	130
FBgn0032366	866	692.597	0	0
FBgn0035241	4682.89	4509.29	0.725376	25.153
FBgn0260049	2269.38	2095.78	169.454	2731
FBgn0015558	4413.67	4240.07	0.680495	22.189
FBgn0267875	162	12.763	0	0
FBgn0003870	4188.11	4014.51	32.6174	1006.95
FBgn0053061	1277.9	1104.3	0.117758	1
FBgn0041181	4928	4754.4	0	0
FBgn0039778	933	759.577	0.1712	1
FBgn0014455	1597.47	1423.87	253.325	2773.78
FBgn0030462	936.667	763.235	0	0
FBgn0051832	762	588.663	0.66272	3
FBgn0000259	1591.89	1418.35	119.528	1303.7
FBgn0261581	585.886	412.635	0.315144	1
FBgn0039271	836	662.616	10.7939	55
FBgn0031463	1194	1020.4	0	0
FBgn0014006	4626.81	4453.21	31.8879	1092
FBgn0037150	1456	1282.4	11.56	114
FBgn0030294	1628	1454.4	14.4846	162
FBgn0036039	1941.35	1767.75	15.4481	210
FBgn0029676	2020.4	1846.8	68.1524	967.887
FBgn0037475	1444.5	1270.9	0	0
FBgn0052076	1529	1355.4	29.9339	312
FBgn0058354	1400	1226.4	4.41501	41.638
FBgn0033738	3638.19	3464.58	42.6174	1135.43
FBgn0064126	1577.8	1404.2	44.6394	482.026
FBgn0039115	970	796.553	21.0202	128.758
FBgn0010356	2362	2188.4	19.3122	325
FBgn0051100	2432.78	2259.18	0.172681	3
FBgn0263249	318	144.922	0	0
FBgn0039635	1178.3	1004.76	186.11	1438
FBgn0050010	744.974	571.641	3.63976	16
FBgn0034495	1429	1255.4	17.8129	171.965
FBgn0005617	3827.44	3653.84	29.5752	831
FBgn0030703	1436.9	1263.29	111.892	1087
FBgn0036574	4008.76	3835.16	17.3182	510.751
FBgn0038742	1418	1244.4	72.4185	693
FBgn0003162	1649.2	1475.6	6.52137	74
FBgn0046999	672	498.699	0	0
FBgn0037345	831	657.625	17.0058	86
FBgn0037050	1501.44	1327.84	9.02348	92.139
FBgn0029783	1123.24	949.642	9.03774	66.001
FBgn0261269	3730.5	3556.9	5.44742	149
FBgn0264270	2229.12	2055.52	48.2084	762.026
FBgn0259822	4758.22	4584.62	0.028363	1.001
FBgn0034035	1562	1388.4	29.3161	313
FBgn0039270	868	694.597	12.3563	66
FBgn0031626	1990	1816.4	0	0
FBgn0051324	1979.24	1805.64	57.6596	800.619
FBgn0260858	1469	1295.4	44.5713	444
FBgn0031874	1801.99	1628.39	6.23313	78.053
FBgn0262719	7923.37	7749.77	0.335597	20
FBgn0082831	6728.76	6555.16	32.3157	1629
FBgn0259239	3743.63	3570.02	0.218552	6
FBgn0036146	755	581.669	4.02414	18
FBgn0035073	3322	3148.4	17.2495	417.629
FBgn0020371	789	615.649	0	0
FBgn0032845	1541.8	1368.2	6.95828	73.211
FBgn0283651	4285.88	4112.28	1.13914	36.024
FBgn0267824	2632	2458.4	36.0751	682
FBgn0069973	898.546	725.132	16.8573	94
FBgn0036301	1709	1535.4	15.2014	179.485
FBgn0265048	4744	4570.4	173.675	6104
FBgn0261057	237.5	64.5615	0	0
FBgn0052564	1448	1274.4	0	0
FBgn0030797	1081.96	908.517	12.8004	89.43
FBgn0001296	2223.99	2050.38	3.1711	50
FBgn0259972	706	532.66	0	0
FBgn0053986	871	697.596	0	0
FBgn0032435	2743	2569.4	0.101222	2
FBgn0033905	1147.57	973.964	20.5614	154
FBgn0029539	639.5	466.211	0	0
FBgn0030502	2962.08	2788.48	77.4601	1661
FBgn0032554	1230	1056.49	0	0
FBgn0036410	2269.86	2096.26	0.744408	12
FBgn0025390	6268.54	6094.93	4.20263	196.977
FBgn0038394	1047	873.398	0.744447	5
FBgn0029715	1081.95	908.349	69.1465	483
FBgn0034911	6361	6187.4	0.252202	12
FBgn0026063	2066	1892.4	0.537034	7.815
FBgn0032375	787.601	614.25	0.211704	1
FBgn0033665	1878	1704.4	10.0711	132
FBgn0085380	3223	3049.4	0	0
FBgn0037493	813	639.633	0	0
FBgn0053701	315	141.923	0	0
FBgn0032189	1259	1085.4	11.7412	98
FBgn0033726	683	509.695	0	0
FBgn0037526	2097.76	1924.16	7.8977	116.86
FBgn0028902	2092.63	1919.03	0.271053	4
FBgn0050289	1164	990.398	0.1313	1
FBgn0038131	1100	926.398	0	0
FBgn0004910	1837	1663.45	0	0
FBgn0037715	1028.63	855.028	24.182	159
FBgn0038151	1571	1397.4	0	0
FBgn0005391	1582.65	1409.05	0.369155	4
FBgn0265416	6903	6729.4	0.03885	2.01
FBgn0033115	1351.44	1177.84	15.4567	140
FBgn0029587	2628.04	2454.44	1.32747	25.055
FBgn0034300	5039.53	4865.93	14.9925	560.999
FBgn0265464	2788	2614.4	6.56565	132
FBgn0036112	761	587.664	0	0
FBgn0262730	8145.19	7971.59	28.1855	1727.8
FBgn0262512	659	485.701	96.6526	361
FBgn0015279	4403.2	4229.6	58.5695	1905
FBgn0039831	2857.64	2684.04	65.2412	1346.59
FBgn0261673	1877.68	1704.07	6.9443	91
FBgn0026570	1229.08	1055.48	50.0208	406
FBgn0031574	3470.8	3297.2	6.66527	169
FBgn0036761	1791.92	1618.32	52.1502	649
FBgn0085385	5875	5701.4	0.011578	0.508
FBgn0027296	1984.17	1810.57	10.7734	150
FBgn0033259	2863	2689.4	30.7523	636
FBgn0033616	1893	1719.4	9.75639	129
FBgn0030224	1034	860.398	0	0
FBgn0016685	917.097	743.672	349.898	2001
FBgn0003888	2516.76	2343.15	355.236	6400.91
FBgn0025381	2139.75	1966.14	359.626	5437.4
FBgn0052667	368	194.903	1.33441	2
FBgn0031771	1555.08	1381.48	114.931	1220.97
FBgn0042133	1168	994.398	4.57703	35
FBgn0028546	1069.15	895.55	86.8335	598
FBgn0037620	1159	985.398	2.50737	19
FBgn0086710	477.181	303.987	2912.35	6808.02
FBgn0036028	1427	1253.4	10.4787	101
FBgn0000046	1667.14	1493.54	2.28139	26.202
FBgn0034568	3382.28	3208.68	0.283692	7
FBgn0035464	2240	2066.4	53.8057	855
FBgn0032331	1716	1542.4	0.16862	2
FBgn0261380	1356	1182.4	21.776	198
FBgn0039196	1506	1332.4	0	0
FBgn0051683	1870.67	1697.07	3.45928	45.145
FBgn0011754	2845.35	2671.75	25.3312	520.446
FBgn0003250	1349	1175.4	0.110635	1
FBgn0028872	1850.33	1676.73	0	0
FBgn0003975	3463	3289.4	0.276731	7
FBgn0040751	379	205.898	27.1577	43
FBgn0039958	2052.46	1878.85	32.4115	468.292
FBgn0034201	1441.5	1268.12	0	0
FBgn0032390	844.71	671.319	60.4368	312
FBgn0031144	1998.74	1825.14	38.8308	545.001
FBgn0037481	943	769.575	21.9669	130
FBgn0033457	1055.75	882.152	25.2074	171
FBgn0037974	1199.12	1025.51	19.5112	153.868
FBgn0038033	1754	1580.4	0.099104	1.204
FBgn0029689	2699	2525.4	12.5642	244
FBgn0036784	2074	1900.4	0	0
FBgn0085458	750	576.669	0	0
FBgn0033787	1096.75	923.148	5.77548	41
FBgn0031955	5713.38	5539.78	0.070422	3
FBgn0054011	1090	916.398	0	0
FBgn0051092	4034.07	3860.47	7.19794	213.685
FBgn0003218	5102.66	4929.06	16.568	627.999
FBgn0029687	2574.53	2400.93	77.3497	1428.11
FBgn0033460	4649.03	4475.43	52.7954	1817
FBgn0039664	1359.24	1185.64	9.64705	87.957
FBgn0037802	1114	940.398	6.91408	50
FBgn0014002	2080.21	1906.61	908.706	13323.2
FBgn0051454	1736	1562.4	0.499385	6
FBgn0046886	1227	1053.4	0	0
FBgn0261060	329	155.919	0	0
FBgn0039349	1860.53	1686.93	20.1967	262.001
FBgn0036230	922.5	749.077	0	0
FBgn0085599	1023	849.398	8.22257	53.709
FBgn0030292	477	303.806	67.6297	158
FBgn0039132	1012.51	838.997	61.9977	400.001
FBgn0032790	1215	1041.4	14.4849	116
FBgn0029996	2543.53	2369.92	37.4246	682.049
FBgn0264830	262	88.965	0	0
FBgn0083972	706	532.688	2.68532	11
FBgn0052221	1606	1432.4	11.7112	129
FBgn0061209	595	421.75	0.10045	0.326
FBgn0019938	5078	4904.4	30.7838	1161
FBgn0029920	757	583.668	0	0
FBgn0259728	885	711.591	9.73349	53.263
FBgn0052732	2189	2015.4	16.6142	257.493
FBgn0030164	1289.75	1116.15	0	0
FBgn0033785	1900.55	1726.95	9.22819	122.552
FBgn0250839	1211	1037.4	0.125352	1
FBgn0267887	453	279.824	0.000167	0
FBgn0267365	936	762.576	28.6485	168
FBgn0032150	1013.95	840.448	4.95125	31.999
FBgn0035360	1715.04	1541.44	1.18107	14
FBgn0035833	3722	3548.4	15.9416	435
FBgn0034849	776.553	603.213	62.006	287.626
FBgn0035041	2875.18	2701.57	0.278742	5.791
FBgn0037067	876	702.593	0	0
FBgn0263197	5846.14	5672.54	77.0044	3359.05
FBgn0033724	638.571	465.286	43.5994	156
FBgn0265201	476	302.806	0.916759	2.135
FBgn0031690	1727.78	1554.18	0.418355	5
FBgn0035009	576	402.756	0	0
FBgn0052601	967	793.555	0.236348	1.442
FBgn0033996	1959.05	1785.45	18.0626	248.001
FBgn0034437	2768	2594.4	0	0
FBgn0031247	748	574.671	24.194	106.918
FBgn0039552	649	475.704	0	0
FBgn0030990	2067.98	1894.37	108.185	1576
FBgn0015925	2001.77	1828.16	34.4275	484
FBgn0029959	1161.67	988.072	29.8753	227
FBgn0001276	727	553.68	25.3653	108
FBgn0036277	437	263.834	125.686	255
FBgn0052643	548	374.766	0	0
FBgn0263782	3818	3644.4	12.2923	344.494
FBgn0035695	4354.47	4180.87	0.124414	4
FBgn0034138	627.264	453.987	3625.17	12656
FBgn0035997	3213.19	3039.58	23.5301	550
FBgn0028541	2464.41	2290.81	68.5163	1207
FBgn0053666	666	492.699	0	0
FBgn0051860	2260.5	2086.9	0	0
FBgn0035312	1183	1009.4	15.6597	121.554
FBgn0036236	1075	901.398	0.000377	0.003
FBgn0259735	6470.8	6297.2	135.609	6566.9
FBgn0037094	3109.13	2935.53	43.324	978.001
FBgn0051953	715	541.684	0.798364	3.326
FBgn0029523	2309	2135.4	1.51334	24.851
FBgn0035374	1144	970.398	68.8793	514
FBgn0034514	440	266.832	0	0
FBgn0038934	4898.35	4724.74	0.110142	4.002
FBgn0036360	2534	2360.4	0.110185	2
FBgn0014465	1564.11	1390.62	0.187024	2
FBgn0038471	1102	928.398	22.5511	161
FBgn0038047	1623	1449.4	3.40935	38
FBgn0064237	1495	1321.4	0	0
FBgn0032036	2396.91	2223.3	261.272	4467
FBgn0038207	740	566.674	0.229479	1
FBgn0259821	4494.01	4320.41	5.38771	179
FBgn0032084	1464.43	1290.83	2.61927	26
FBgn0014427	1176	1002.4	12.0648	93
FBgn0031257	2624.08	2450.47	60.6557	1143
FBgn0041094	2297.98	2124.38	68.803	1123.99
FBgn0033988	2216	2042.4	33.3631	524
FBgn0001986	3585	3411.4	39.6058	1039
FBgn0032078	1989.4	1815.8	291.405	4069
FBgn0038551	1645	1471.4	27.9275	316
FBgn0000808	2015.7	1842.1	6.70636	95
FBgn0036895	3746	3572.4	0.036401	1
FBgn0266455	280	106.948	0	0
FBgn0031575	2306.3	2132.7	15.4567	253.496
FBgn0033880	1145	971.398	4.01606	30
FBgn0051661	1341	1167.4	0	0
FBgn0283476	12442	12268.4	0.042398	4
FBgn0032882	1961	1787.4	44.2578	608.324
FBgn0025700	891.934	718.522	155.102	857
FBgn0039811	514	340.785	0	0
FBgn0086447	409.461	236.324	37.9517	68.971
FBgn0000463	4625.69	4452.09	0.058958	2.018
FBgn0034748	1924	1750.4	18.5688	249.946
FBgn0042138	1245.21	1071.61	89.5564	737.999
FBgn0017556	1210.78	1037.18	0.000118	0
FBgn0267423	640	466.71	0	0
FBgn0052843	3276.48	3102.88	0.04191	1
FBgn0250827	860	686.598	0.757588	4
FBgn0023536	2345	2171.4	4.37179	73
FBgn0263236	3130.76	2957.16	1.18731	26.999
FBgn0039379	1894	1720.4	41.6484	551
FBgn0263842	318	144.922	0	0
FBgn0259676	1753	1579.4	23.5478	286
FBgn0050005	887	713.591	32.4815	178.242
FBgn0036842	2795.87	2622.27	38.2838	772
FBgn0026718	1522.82	1349.22	5.39735	55.999
FBgn0034061	656	482.702	48.4919	180
FBgn0038877	2124	1950.4	31.7851	476.729
FBgn0262588	777	603.658	15.5102	72
FBgn0264979	1362.63	1189.03	12.249	112
FBgn0010772	3250.29	3076.69	30.0934	712
FBgn0034127	2103	1929.4	0.74139	11
FBgn0261850	2797	2623.4	24.9333	503
FBgn0037853	1642	1468.4	90.7728	1025
FBgn0038851	978	804.544	3.071	19
FBgn0083942	556	382.763	0	0
FBgn0004915	1412.95	1239.35	43.2489	412.186
FBgn0265630	6016.58	5842.98	27.6193	1241
FBgn0034870	870	696.596	0	0
FBgn0036483	4136.63	3963.03	8.17049	249
FBgn0026869	6298.84	6125.24	32.8079	1545.35
FBgn0051404	981	807.538	0.161032	1
FBgn0050446	2303	2129.4	0.183206	3
FBgn0033020	669.474	496.173	0.262085	1
FBgn0036450	2644	2470.4	42.4798	807
FBgn0085479	1472	1298.4	0.400616	4
FBgn0037045	1081	907.398	7.59546	53
FBgn0030114	2666.58	2492.98	35.1574	674
FBgn0046685	2895	2721.4	52.1803	1092
FBgn0031951	1167.76	994.156	32.0957	245.373
FBgn0030310	739.458	566.125	388.884	1693
FBgn0032251	1051.01	877.408	8.74432	59
FBgn0036009	1497	1323.4	0	0
FBgn0039266	1549.38	1375.78	56.9016	602
FBgn0034194	1755.12	1581.51	26.8053	326
FBgn0004554	569.5	396.259	0	0
FBgn0003360	1729.7	1556.1	48.108	575.676
FBgn0030320	3582.18	3408.58	21.2881	558
FBgn0261639	849	675.608	7.44994	38.705
FBgn0030812	4535.32	4361.71	46.589	1562.66
FBgn0052091	2967	2793.4	1.62934	35
FBgn0039183	3117.24	2943.64	31.4095	711
FBgn0000299	5696.9	5523.3	1253.03	53221
FBgn0004892	2611	2437.4	0	0
FBgn0038602	615	441.741	0	0
FBgn0037260	1785	1611.4	0.565437	7.007
FBgn0052668	2676	2502.4	0.831456	16
FBgn0001250	5715.55	5541.95	0.684005	29.151
FBgn0036795	1548	1374.4	0	0
FBgn0015321	1149.38	975.78	64.9012	487
FBgn0030202	348	174.911	0	0
FBgn0030244	980.299	806.793	1.1297	7.009
FBgn0039501	2472	2298.4	6.90256	122
FBgn0038127	935	761.576	0	0
FBgn0003129	2566	2392.4	0.054505	1.003
FBgn0033100	557.634	384.395	41.6106	123
FBgn0030832	708	534.688	0	0
FBgn0264738	1067	893.398	0	0
FBgn0036302	2246.51	2072.91	62.8583	1002
FBgn0011205	1927.74	1754.14	57.937	781.528
FBgn0028700	1278.66	1105.06	35.1584	298.77
FBgn0039927	3402.85	3229.24	7.2547	180.155
FBgn0038079	719.667	546.348	0	0
FBgn0040066	1666.61	1493.01	51.6499	593
FBgn0030833	3848.53	3674.93	4.4232	125
FBgn0036656	1325.42	1151.86	1.70468	15.099
FBgn0053531	4554.17	4380.56	0.059372	2
FBgn0033982	2550.16	2376.55	0.500357	9.144
FBgn0085237	380	206.897	0	0
FBgn0052086	1524	1350.4	0	0
FBgn0284247	12278.7	12105.1	0.010742	1
FBgn0039434	1030	856.398	0.151845	1
FBgn0051933	2076	1902.4	0	0
FBgn0038830	670	496.699	18.591	71.01
FBgn0035294	1682	1508.4	76.1342	883.12
FBgn0040793	417	243.855	524.201	983
FBgn0014179	2042	1868.4	0	0
FBgn0031145	851.075	677.723	265.039	1381.3
FBgn0033234	1996.27	1822.67	0.717673	10.06
FBgn0040343	583.669	410.415	0.316849	1
FBgn0050491	1109.38	935.774	4.19276	30.171
FBgn0034420	3234.75	3061.15	127.4	2999
FBgn0054008	715	541.684	7.71529	32.138
FBgn0037297	1606.61	1433	18.4215	203
FBgn0031725	2661.5	2487.9	0	0
FBgn0039307	1248	1074.4	0.121035	1
FBgn0035435	1103	929.398	8.81484	63
FBgn0013810	12202	12028.4	4.12982	382
FBgn0003963	4713.76	4540.16	89.0271	3108.26
FBgn0030494	858	684.599	0	0
FBgn0039055	3473	3299.4	30.7423	780
FBgn0040308	1038.43	864.83	89.7676	597
FBgn0039620	2274	2100.4	0.990591	16
FBgn0015765	1455.92	1282.32	16.5298	163
FBgn0031270	714.468	541.151	3.84483	16
FBgn0029795	1583.12	1409.51	1.47614	16
FBgn0030049	4139.51	3965.91	61.385	1872.1
FBgn0052702	11349	11175.4	6.39994	550
FBgn0032938	3660.12	3486.52	45.6152	1223
FBgn0037760	4632.14	4458.54	35.5539	1219
FBgn0259832	474	300.809	14.3887	33.284
FBgn0020440	4594.04	4420.43	14.8841	505.956
FBgn0004590	639	465.711	0	0
FBgn0024941	3532.11	3358.51	0.120587	3.115
FBgn0035084	1417.19	1243.59	7.76825	74.289
FBgn0038752	2194	2020.4	0	0
FBgn0051643	2889.28	2715.67	0.047996	1.002
FBgn0030746	3804.38	3630.77	0.787952	22
FBgn0015714	1560.45	1386.85	61.6809	657.815
FBgn0037506	1426	1252.4	0.311498	3
FBgn0266977	516	342.784	0	0
FBgn0035077	1165	991.398	0.135629	1.034
FBgn0053109	1025	851.398	0	0
FBgn0002933	523	349.776	0	0
FBgn0085331	825	651.628	0	0
FBgn0261584	1761.11	1587.5	3.44041	42
FBgn0033362	2036.73	1863.12	5.23474	75
FBgn0030575	1375.48	1201.88	5.73446	53
FBgn0015572	1749	1575.4	1.23816	15
FBgn0013276	2375	2201.4	12.1281	205.312
FBgn0032613	2123	1949.4	19.0117	285
FBgn0036225	1146	972.398	0	0
FBgn0052208	514	340.785	0.017711	0.046
FBgn0017567	819	645.632	157.103	780
FBgn0014388	3426.89	3253.28	570.129	14263.3
FBgn0046763	1934	1760.4	86.8705	1176
FBgn0037061	627	453.723	27.8007	97
FBgn0030941	2416.31	2242.71	58.3891	1007
FBgn0029809	1433	1259.4	0	0
FBgn0053120	2301	2127.4	1.83378	30
FBgn0015614	1219.77	1046.17	88.4457	711.549
FBgn0033498	1268	1094.4	0.118823	1
FBgn0022224	396	222.879	52.511	90
FBgn0033729	794.5	621.084	0	0
FBgn0260453	2030.45	1856.84	0.140065	2
FBgn0039160	1362	1188.4	66.3275	606.15
FBgn0032750	1371	1197.4	9.44836	87
FBgn0262738	7028.16	6854.56	18.0986	954
FBgn0033979	1742.76	1569.16	0.662979	8
FBgn0032651	1360	1186.4	0	0
FBgn0050376	941	767.576	0	0
FBgn0039495	1455	1281.4	0	0
