Name	Length	EffectiveLength	TPM	NumReads
FBgn0267863	274	96.868	0	0
FBgn0052034	74	25.937	0	0
FBgn0262795	735	557.553	0	0
FBgn0261856	450	272.724	1.09047	2
FBgn0051485	73	25.355	0	0
FBgn0267610	864	686.465	0	0
FBgn0262851	1188	1010.17	12.5546	85.289
FBgn0053416	143	62.378	6.86943	2.882
FBgn0267520	357	179.816	4.23793	5.125
FBgn0085765	30	5.418	0	0
FBgn0267424	659	481.581	0	0
FBgn0030116	1305	1127.17	0.131921	1
FBgn0031135	363	185.813	0	0
FBgn0263213	224	48.126	0	0
FBgn0267878	266	88.873	0	0
FBgn0058441	177	22.464	0	0
FBgn0267864	485	307.691	0	0
FBgn0085500	687	509.574	0	0
FBgn0085784	479	301.699	0.002348	0.005
FBgn0262848	1188	1010.17	5.73337	38.949
FBgn0063924	307	129.843	0.000436	0
FBgn0262616	554	376.647	0	0
FBgn0267891	718	540.561	0.000307	0.001
FBgn0053491	369	191.809	0.002906	0.004
FBgn0050374	600	422.626	0	0
FBtr0347034	740	562.55	0	0
FBgn0267898	414	236.763	0.000207	0
FBgn0260469	924.125	746.573	1.08969	5.471
FBgn0267874	253	75.893	0	0
FBgn0030243	4727.4	4549.58	50.6369	1549.29
FBgn0032269	1867	1689.17	0	0
FBgn0266369	2930	2752.17	18.2079	337
FBgn0032596	774.161	596.696	133.572	536
FBgn0033770	715	537.562	0.276616	1
FBgn0259237	2786	2608.17	0	0
FBgn0013685	525	347.662	1.28312	3
FBgn0031021	768	590.54	83.3457	331
FBgn0033491	3329	3151.17	7.57724	160.575
FBgn0051141	961	783.419	0	0
FBgn0284082	778	600.534	0	0
FBgn0036396	1352	1174.17	7.97836	63
FBgn0036641	893.09	715.529	24.3144	117
FBgn0027594	4503.79	4325.96	211.671	6158
FBgn0261954	7915.44	7737.62	59.3438	3088
FBgn0029987	639	461.595	0.644278	2
FBgn0031660	1138.56	960.735	124.749	806
FBgn0038619	935.929	758.376	16.4702	84
FBgn0001341	3680	3502.17	8.74651	206
FBgn0037541	7058.85	6881.02	30.7839	1424.53
FBgn0016701	1188.08	1010.34	63.2855	430
FBgn0039110	1769.58	1591.76	54.4624	583
FBgn0038839	2837.5	2659.67	0	0
FBgn0264307	3670.05	3492.23	11.5845	272.066
FBgn0263355	3606.83	3429	56.1825	1295.58
FBgn0032482	2180.38	2002.55	191.65	2580.99
FBgn0050082	843	665.482	1.11722	5
FBgn0033698	5896	5718.17	20.7255	797
FBgn0032240	530	352.657	133.862	317.471
FBgn0029925	1070	892.173	21.8337	131
FBgn0039017	1757	1579.17	7.43879	79
FBgn0259711	908	730.453	11.1963	55
FBgn0051140	6086.43	5908.6	8.40556	334
FBgn0036813	1221	1043.17	52.8838	371
FBgn0004379	2925.86	2748.04	22.7265	420
FBgn0036158	782	604.531	0	0
FBgn0031816	2033.24	1855.41	7.37313	92
FBgn0034923	1677.1	1499.27	24.1008	243
FBgn0039582	1151	973.173	0	0
FBgn0051635	6283.91	6106.09	12.6732	520.409
FBgn0263117	5200.17	5022.34	0.050075	1.692
FBgn0030259	717	539.561	0	0
FBgn0029858	1993.69	1815.86	12.667	154.686
FBgn0260745	2901.71	2723.88	253.518	4644
FBgn0015791	1139.47	961.673	134.987	873
FBgn0051453	1588.42	1410.6	52.6021	499
FBgn0025574	2100.74	1922.91	17.5538	227
FBgn0039637	3175.13	2997.3	106.911	2155
FBgn0023095	4761.79	4583.96	1.91389	59
FBgn0014022	1444	1266.17	16.5589	141
FBgn0035134	1243	1065.17	0.2792	2
FBgn0044826	3680.65	3502.83	76.5813	1804
FBgn0030937	1405	1227.17	0	0
FBgn0085213	715	537.562	0	0
FBgn0039875	2420.12	2242.3	69.7634	1052
FBgn0037736	3954.88	3777.06	0.118106	3
FBgn0024732	2153	1975.17	19.4984	259
FBgn0053700	1116	938.173	0	0
FBgn0260747	999.251	821.635	292.28	1615
FBgn0038011	1767	1589.17	0	0
FBgn0066365	2733.69	2555.86	0.058813	1.011
FBgn0039863	5862.02	5684.19	38.3766	1467
FBgn0037721	827.287	649.779	0.915376	4
FBgn0036459	2408	2230.17	0	0
FBgn0038291	1731	1553.17	19.9135	208
FBgn0001114	3261.94	3084.11	1426.27	29582
FBgn0262894	324	146.835	0	0
FBgn0015772	4895.47	4717.64	15.35	487.001
FBgn0030873	1723.05	1545.23	89.3019	928
FBgn0086675	6950.02	6772.19	0.261197	11.897
FBgn0038223	4226.07	4048.24	13.5907	370
FBgn0027081	2328.73	2150.91	225.027	3255
FBgn0043458	3240.17	3062.34	62.5949	1289.1
FBgn0262010	471	293.705	1.51885	3
FBgn0259963	337	159.826	0	0
FBgn0010238	2156	1978.17	93.0596	1238
FBgn0034184	3162.66	2984.83	30.6878	616
FBgn0000018	1794	1616.17	22.1735	241
FBgn0032809	910	732.453	1.4211	7
FBgn0036605	513	335.67	0.885978	2
FBgn0052280	1126.54	948.714	33.2281	212.001
FBgn0000055	1096.33	918.506	0	0
FBgn0033657	3918	3740.17	0.159028	4
FBgn0035421	1684	1506.17	19.2515	195
FBgn0030666	1611.74	1433.91	1.8282	17.63
FBgn0011202	4208.17	4030.34	41.1375	1115
FBgn0050091	1681	1503.17	0	0
FBgn0033260	3386.79	3208.97	37.4413	808
FBgn0283427	8599.13	8421.3	804.204	45545
FBgn0033740	2224.45	2046.62	17.074	235
FBgn0011725	2792.18	2614.36	32.0037	562.68
FBgn0034377	761	583.542	1.01928	4
FBgn0284248	676.479	499.057	754.728	2533
FBgn0040674	712.5	535.065	0	0
FBgn0036323	1637	1459.17	0	0
FBgn0038260	1973	1795.17	4.05877	49
FBgn0034617	1987	1809.17	10.6848	130
FBgn0262018	7549.5	7371.67	0.040343	2
FBgn0031873	840	662.486	15.9363	71
FBgn0032366	866	688.465	0	0
FBgn0035241	4611.74	4433.92	1.40948	42.028
FBgn0260049	2271.12	2093.3	153.01	2154
FBgn0015558	4278.32	4100.49	0.950529	26.212
FBgn0267875	162	29.398	0	0
FBgn0003870	4240.52	4062.7	40.8465	1116
FBgn0053061	1277.9	1100.07	0.135171	1
FBgn0041181	4928	4750.17	0	0
FBgn0039778	933	755.446	0	0
FBgn0014455	1600.35	1422.52	233.392	2232.75
FBgn0030462	936.667	759.101	0	0
FBgn0051832	762	584.542	0	0
FBgn0000259	1612.71	1434.97	120.516	1163.01
FBgn0261581	717.5	540.061	0	0
FBgn0039271	836	658.487	9.71015	43
FBgn0031463	1194	1016.17	0	0
FBgn0014006	4619.26	4441.43	33.1784	991
FBgn0037150	1456	1278.17	14.3094	123
FBgn0030294	1628	1450.17	16.6112	162
FBgn0036039	2150.76	1972.93	14.542	192.943
FBgn0029676	2023.42	1845.6	63.1736	784.093
FBgn0037475	1444.5	1266.67	0	0
FBgn0052076	1529	1351.17	27.2926	248
FBgn0058354	1400	1222.17	2.76067	22.69
FBgn0033738	3626.46	3448.64	37.6139	872.349
FBgn0064126	1582.2	1404.38	33.6859	318.146
FBgn0039115	970	792.409	17.9605	95.711
FBgn0010356	2362	2184.17	20.9005	307
FBgn0051100	2434.9	2257.07	0.131761	2
FBgn0263249	318	140.838	0	0
FBgn0039635	1216.05	1038.32	183.452	1281
FBgn0050010	760.654	583.184	5.60947	22
FBgn0034495	1429	1251.17	17.7639	149.469
FBgn0005617	3878.48	3700.65	36.5652	910
FBgn0030703	1444.7	1266.88	125.59	1070
FBgn0036574	4109.75	3931.93	17.167	453.936
FBgn0038742	1418	1240.17	69.063	576
FBgn0003162	1638.95	1461.13	5.29201	52
FBgn0046999	672	494.577	0.300657	1
FBgn0037345	831	653.489	15.2455	67
FBgn0037050	1519.85	1342.03	11.9665	108
FBgn0029783	1128.26	950.429	8.13558	52
FBgn0261269	3811.67	3633.84	4.50124	110
FBgn0264270	2352.37	2174.54	46.7076	683.049
FBgn0259822	4738.88	4561.06	0.078913	2.42
FBgn0034035	1562	1384.17	26.9642	251
FBgn0039270	868	690.463	14.4291	67
FBgn0031626	1990	1812.17	0	0
FBgn0051324	1968.92	1791.09	47.2657	569.324
FBgn0260858	1469	1291.17	47.448	412
FBgn0031874	1710.58	1532.75	6.6057	68.09
FBgn0262719	7923.18	7745.35	0.576745	30.041
FBgn0082831	6728.91	6551.08	32.4131	1428
FBgn0259239	3651.66	3473.84	0.342441	8
FBgn0036146	755	577.546	5.9217	23
FBgn0035073	3322	3144.17	14.0687	297.478
FBgn0020371	789	611.521	0	0
FBgn0032845	1558.28	1380.45	6.463	60
FBgn0283651	4290.89	4113.06	1.59092	44.007
FBgn0267824	2632	2454.17	55.1368	910
FBgn0069973	897.824	720.272	22.5027	109
FBgn0036301	1709	1531.17	17.3834	179
FBgn0265048	4744	4566.17	214.083	6574
FBgn0261057	237.5	61.2365	0	0
FBgn0052564	1448	1270.17	0.117069	1
FBgn0030797	1165.33	987.718	15.2625	101.381
FBgn0001296	2215.64	2037.81	4.3052	59
FBgn0259972	1093	915.173	0.324961	2
FBgn0053986	871	693.461	0	0
FBgn0032435	2743	2565.17	0.115936	2
FBgn0033905	1169.2	991.375	17.399	116
FBgn0029539	639.5	462.096	0	0
FBgn0030502	2962.35	2784.52	105.468	1975
FBgn0032554	1230	1052.32	0	0
FBgn0036410	2258.29	2080.46	1.00063	13.999
FBgn0025390	6135.39	5957.56	2.5909	103.803
FBgn0038394	1047	869.173	0.34216	2
FBgn0029715	1083.83	906.007	78.2874	477
FBgn0034911	6361	6183.17	0.19239	8
FBgn0026063	2066	1888.17	0.253358	3.217
FBgn0032375	787.589	610.114	0.243721	1
FBgn0033665	1878	1700.17	12.6818	145
FBgn0085380	3223	3045.17	0	0
FBgn0037493	813	635.507	0	0
FBgn0053701	315	137.839	0	0
FBgn0032189	1259	1081.17	14.5786	106
FBgn0033726	683	505.574	0	0
FBgn0037526	2210.89	2033.06	8.14945	111.423
FBgn0028902	2093.51	1915.69	0.232863	3
FBgn0050289	1164	986.173	0.150783	1
FBgn0038131	1100	922.173	0.023481	0.146
FBgn0004910	1486.27	1308.55	0.113637	1.001
FBgn0037715	1038.5	860.669	24.7061	143
FBgn0038151	1571	1393.17	0	0
FBgn0005391	1583.02	1405.19	0.317461	3
FBgn0265416	5854.07	5676.24	0.131539	5.021
FBgn0033115	1348.68	1170.85	12.065	95
FBgn0029587	2517.38	2339.55	1.79477	28.238
FBgn0034300	5049.3	4871.47	14.8042	485.001
FBgn0265464	2788	2610.17	7.69976	135.158
FBgn0036112	761	583.542	0	0
FBgn0262730	8084.3	7906.47	27.2936	1451.24
FBgn0262512	659	481.581	84.2944	273
FBgn0015279	4419	4241.17	57.885	1651
FBgn0039831	2812.72	2634.9	80.9815	1434.98
FBgn0261673	1874.94	1697.11	1.13904	13
FBgn0026570	1233.94	1056.11	47.3078	336
FBgn0031574	3474.16	3296.34	7.39805	164.001
FBgn0036761	1785.75	1607.92	57.1516	618
FBgn0085385	5875	5697.17	0.010556	0.404
FBgn0027296	2063	1885.17	12.6993	161
FBgn0033259	2863	2685.17	35.8292	647
FBgn0033616	1893	1715.17	11.5305	133
FBgn0030224	1034	856.173	0	0
FBgn0016685	917.221	739.668	338.339	1683
FBgn0003888	2516.6	2338.77	249.522	3924.56
FBgn0025381	2138.65	1960.83	370.435	4884.79
FBgn0052667	368	190.81	2.33789	3
FBgn0031771	1553.94	1376.11	139.069	1287
FBgn0042133	1168	990.173	4.95573	33
FBgn0028546	1069.13	891.308	75.2409	451
FBgn0037620	1159	981.173	3.03102	20
FBgn0086710	477.148	299.848	3038.94	6128
FBgn0036028	1427	1249.17	9.52297	80
FBgn0000046	1655.99	1478.16	1.1232	11.166
FBgn0034568	3383.35	3205.53	0.231941	5
FBgn0035464	2237.87	2060.04	49.8779	691
FBgn0032331	1716	1538.17	0.773374	8
FBgn0261380	1356	1178.17	27.0091	214
FBgn0039196	1506	1328.17	0	0
FBgn0051683	1875.62	1697.8	4.62722	52.833
FBgn0011754	2731.34	2553.51	22.5189	386.706
FBgn0003250	1349	1171.17	0.126965	1
FBgn0028872	1850.33	1672.51	0	0
FBgn0003975	3463	3285.17	0.260033	5.745
FBgn0040751	379	201.804	19.1579	26
FBgn0039958	2048.03	1870.2	31.9463	401.794
FBgn0034201	1894.94	1717.27	0.231988	2.679
FBgn0032390	851.812	674.29	49.1772	223
FBgn0031144	1994.48	1816.66	42.0722	514
FBgn0037481	943	765.445	20.7862	107
FBgn0033457	1056.78	878.951	20.8087	123
FBgn0037974	1270.51	1092.69	28.0005	205.759
FBgn0038033	1754	1576.17	0.139682	1.481
FBgn0029689	2699	2521.17	12.8576	218
FBgn0036784	2074	1896.17	0	0
FBgn0085458	750	572.548	0	0
FBgn0033787	1157.83	980.004	3.94503	26
FBgn0031955	5711.22	5533.39	0.349347	13
FBgn0054011	1090	912.173	0	0
FBgn0051092	3957.91	3780.08	1.53753	39.085
FBgn0003218	5056.07	4878.25	17.8977	587.161
FBgn0029687	2574.61	2396.78	80.4071	1296.04
FBgn0033460	4661.13	4483.3	57.6444	1738
FBgn0039664	1417.71	1239.88	8.28891	69.114
FBgn0037802	1114	936.173	8.10063	51
FBgn0014002	2080.26	1902.44	822.096	10517.9
FBgn0051454	1736	1558.17	0.095431	1
FBgn0046886	1227	1049.17	0	0
FBgn0261060	329	151.831	0	0
FBgn0039349	1858.12	1680.29	22.0353	249
FBgn0036230	922.5	744.949	0	0
FBgn0085599	1023	845.173	11.7305	66.674
FBgn0030292	477	299.7	69.4619	140
FBgn0039132	1040.62	862.912	78.5784	455.999
FBgn0032790	1215	1037.17	12.7598	89
FBgn0029996	2521.83	2344	57.4738	905.99
FBgn0264830	262	84.878	0	0
FBgn0083972	706	528.565	1.96927	7
FBgn0052221	1606	1428.17	9.4747	91
FBgn0061209	595	417.628	0.125625	0.353
FBgn0019938	5078	4900.17	34.1083	1124
FBgn0029920	757	579.545	0.256577	1
FBgn0259728	885	707.455	9.5287	45.334
FBgn0052732	2189	2011.17	15.2578	206.366
FBgn0030164	1289.75	1111.92	0	0
FBgn0033785	1901.09	1723.26	7.10852	82.381
FBgn0250839	1017.75	840.065	0	0
FBgn0267887	453	275.721	0	0
FBgn0267365	936	758.446	26.0754	133
FBgn0032150	1063.15	885.381	6.21407	37
FBgn0035360	1723.53	1545.7	1.25953	13.093
FBgn0035833	3722	3544.17	17.3277	413
FBgn0034849	777.361	599.894	53.6952	216.623
FBgn0035041	2875.31	2697.49	0.098261	1.783
FBgn0037067	876	698.459	0	0
FBgn0263197	5925.51	5747.69	95.4114	3687.98
FBgn0033724	651.267	473.852	14.7489	47
FBgn0265201	476	298.701	1.54818	3.11
FBgn0031690	1768.92	1591.1	0.093456	1
FBgn0035009	576	398.634	0	0
FBgn0052601	967	789.411	0.094183	0.5
FBgn0033996	1961.73	1783.9	18.4216	220.999
FBgn0034437	2768	2590.17	0.057408	1
FBgn0031247	748	570.549	17.419	66.836
FBgn0039552	649	471.589	0	0
FBgn0030990	2036.31	1858.48	130.337	1629
FBgn0015925	2004.35	1826.52	31.8315	391
FBgn0029959	1179.58	1001.76	33.6952	227
FBgn0001276	727	549.555	20.8346	77
FBgn0036277	437	259.736	84.7295	148
FBgn0052643	548	370.649	0	0
FBgn0263782	3818	3640.17	12.7898	313.098
FBgn0035695	4208	4030.17	0.332065	9
FBgn0034138	627.086	449.695	3303.67	9991
FBgn0035997	3195.73	3017.9	30.795	625
FBgn0028541	2464.71	2286.88	71.8495	1105
FBgn0053666	666	488.578	0	0
FBgn0051860	2260.5	2082.67	0	0
FBgn0035312	1183	1005.17	26.1177	176.551
FBgn0036236	1075	897.173	0.000296	0.002
FBgn0259735	6472.94	6295.11	177.674	7521.82
FBgn0037094	3105.98	2928.15	49.5635	976.001
FBgn0051953	715	537.562	0.260947	0.943
FBgn0029523	2309	2131.17	0.894116	12.815
FBgn0035374	1144	966.173	56.7906	369
FBgn0034514	440	262.733	0	0
FBgn0038934	4896.2	4718.37	0.157574	5
FBgn0036360	2534	2356.17	0.06311	1
FBgn0014465	1978.24	1800.44	0.412948	5
FBgn0038471	1102	924.173	23.813	148
FBgn0038047	1623	1445.17	4.93886	48
FBgn0064237	1495	1317.17	0	0
FBgn0032036	2418.89	2241.07	392.8	5920
FBgn0038207	740	562.55	0.528657	2
FBgn0259821	4377.35	4199.52	2.83267	80
FBgn0032084	1511.65	1333.82	2.22966	20
FBgn0014427	1176	998.173	11.1728	75
FBgn0031257	2624.79	2446.96	57.3654	944
FBgn0041094	2291.05	2113.23	101.329	1440.03
FBgn0033988	2216	2038.17	40.5735	556.132
FBgn0001986	3585	3407.17	43.6863	1001
FBgn0032078	1998.85	1821.03	219.9	2693
FBgn0038551	1645	1467.17	31.8239	314
FBgn0000808	2015.61	1837.78	7.04589	87.08
FBgn0036895	3746	3568.17	0.083347	2
FBgn0266455	280	102.863	0	0
FBgn0031575	2698.33	2520.51	12.33	209
FBgn0033880	1145	967.173	4.30486	28
FBgn0051661	1341	1163.17	0	0
FBgn0283476	12442	12264.2	0.084872	7
FBgn0032882	1961	1783.17	38.6275	463.218
FBgn0025700	893.113	715.562	109.929	529
FBgn0039811	514	336.669	0	0
FBgn0086447	414.805	237.574	34.4246	54.999
FBgn0000463	4766.97	4589.14	0.131867	4.071
FBgn0034748	1924	1746.17	16.9461	199
FBgn0042138	1247.03	1069.2	102.637	738.001
FBgn0017556	1210.6	1032.77	9.4e-05	0
FBgn0267423	640	462.595	0	0
FBgn0052843	3276.48	3098.65	0.047988	1
FBgn0250827	860	682.466	0.217883	1
FBgn0023536	2345	2167.17	3.91099	57
FBgn0263236	3152.74	2974.91	1.14963	23
FBgn0039379	1894	1716.17	33.7916	390
FBgn0263842	318	140.838	0	0
FBgn0259676	1753	1575.17	26.4323	280
FBgn0050005	887	709.455	36.9766	176.419
FBgn0036842	2790.1	2612.27	38.8213	682
FBgn0026718	1573.23	1395.41	3.83625	36
FBgn0034061	656	478.581	37.2847	120
FBgn0038877	2124	1946.17	54.2851	710.489
FBgn0262588	777	599.535	18.8497	76
FBgn0264979	1349.69	1171.86	15.2268	120
FBgn0010772	3248.88	3071.05	35.8787	741
FBgn0034127	2103	1925.17	1.08134	14
FBgn0261850	2797	2619.17	22.3685	394
FBgn0037853	1642	1464.17	91.1988	898
FBgn0038851	978	800.401	3.15825	17
FBgn0083942	556	378.646	0	0
FBgn0004915	1414.37	1236.55	32.9714	274.185
FBgn0265630	6021.01	5843.19	33.0062	1297
FBgn0034870	870	692.461	0	0
FBgn0036483	4066.02	3888.2	9.71383	254
FBgn0026869	6356.82	6178.99	41.8476	1738.93
FBgn0051404	981	803.4	0	0
FBgn0050446	2303	2125.17	0.489789	7
FBgn0033020	668.937	491.515	1.21012	4
FBgn0036450	2644	2466.17	40.2771	668
FBgn0085479	1472	1294.17	0.57449	5
FBgn0037045	1081	903.173	7.57342	46
FBgn0030114	2681.33	2503.51	52.7435	888
FBgn0046685	2895	2717.17	45.203	826
FBgn0031951	1192	1014.17	31.3512	213.826
FBgn0030310	737.947	560.486	326.587	1231
FBgn0032251	1047.4	869.574	11.9701	70
FBgn0036009	1497	1319.17	0	0
FBgn0039266	1631.86	1454.03	49.8036	487
FBgn0034194	1754.12	1576.29	25.8475	274
FBgn0004554	569.5	392.139	0	0
FBgn0003360	1637.97	1460.14	400.737	3935.06
FBgn0030320	3587.48	3409.65	20.4971	470
FBgn0261639	849	671.477	10.1595	45.878
FBgn0030812	4539.55	4361.73	53.6942	1575
FBgn0052091	2967	2789.17	1.66353	31.203
FBgn0039183	3126.82	2949	29.4976	585
FBgn0000299	5701.11	5523.29	816.865	30341.9
FBgn0004892	2611	2433.17	0.061113	1
FBgn0038602	615	437.62	0.339788	1
FBgn0037260	1785	1607.17	0.675455	7.301
FBgn0052668	2676	2498.17	0.535704	9
FBgn0001250	5711.33	5533.5	0.779297	29.001
FBgn0036795	1548	1370.17	0	0
FBgn0015321	1154.06	976.236	60.4701	397
FBgn0030202	348	170.821	0	0
FBgn0030244	982.637	804.942	0.554194	3
FBgn0039501	2472	2294.17	6.93526	107
FBgn0038127	935	757.446	0	0
FBgn0003129	2566	2388.17	0	0
FBgn0033100	554.869	377.513	30.7233	78
FBgn0030832	708	530.564	0	0
FBgn0264738	1067	889.173	0	0
FBgn0036302	2080.26	1902.43	82.0703	1050
FBgn0011205	2009	1831.17	59.2744	729.944
FBgn0028700	1279.03	1101.2	35.0416	259.505
FBgn0039927	3428.51	3250.68	7.18601	157.093
FBgn0038079	782.994	605.519	0.736713	3
FBgn0040066	1672.11	1494.28	62.2978	626.038
FBgn0030833	3819.89	3642.06	4.57273	112
FBgn0036656	1409.81	1231.99	0.717643	5.946
FBgn0053531	4276.65	4098.83	0.21767	6
FBgn0033982	2804.52	2626.69	0.516935	9.131
FBgn0085237	380	202.803	0	0
FBgn0052086	1523.55	1345.72	0.110497	1
FBgn0284247	12278.7	12100.8	0.024576	2
FBgn0039434	1030	852.173	0	0
FBgn0051933	2076	1898.17	0	0
FBgn0038830	670	492.578	20.2258	67
FBgn0035294	1682	1504.17	85.8758	868.688
FBgn0040793	417	239.759	401.269	647
FBgn0014179	2032.52	1854.69	0.080174	1
FBgn0031145	841.531	664.051	265.404	1185.23
FBgn0033234	2014.89	1837.07	1.81929	22.476
FBgn0040343	743.5	566.037	0	0
FBgn0050491	1259.34	1081.51	3.90749	28.42
FBgn0034420	3262.71	3084.89	147.739	3065
FBgn0054008	715	537.562	3.31939	12
FBgn0037297	1596.05	1418.22	20.026	191
FBgn0031725	2661.5	2483.67	0	0
FBgn0039307	1248	1070.17	0	0
FBgn0035435	1103	925.173	10.7685	67
FBgn0013810	12202	12024.2	3.28951	266
FBgn0003963	4649.11	4471.28	81.1784	2441
FBgn0030494	858	680.468	0.437046	2
FBgn0039055	3473	3295.17	30.7308	681
FBgn0040308	1047.28	869.452	64.1343	374.999
FBgn0039620	2274	2096.17	1.48969	21
FBgn0015765	1460.84	1283.01	17.2688	149
FBgn0031270	687.158	509.73	3.50063	12
FBgn0029795	1465.29	1287.47	2.07894	18
FBgn0030049	4134.79	3956.96	76.8489	2045.01
FBgn0052702	11349	11171.2	6.22948	468
FBgn0032938	3296.67	3118.84	44.3875	931.001
FBgn0037760	4690.73	4512.9	49.8197	1512
FBgn0259832	474	296.702	15.5363	31
FBgn0020440	4593.77	4415.94	17.5436	521
FBgn0004590	639	461.595	0	0
FBgn0024941	4479.47	4301.64	0.069135	2
FBgn0035084	1250.66	1072.83	17.3357	125.074
FBgn0038752	2194	2016.17	0.073753	1
FBgn0051643	2890	2712.17	0	0
FBgn0030746	3803.68	3625.86	1.35533	33.048
FBgn0015714	1558.47	1380.64	81.8402	759.876
FBgn0037506	1426	1248.17	0.595662	5
FBgn0266977	516	338.668	0	0
FBgn0035077	1165	987.173	0.532654	3.536
FBgn0053109	1025	847.173	0.175523	1
FBgn0002933	523	345.663	0	0
FBgn0085331	825	647.496	0	0
FBgn0261584	1719.99	1542.17	13.499	140
FBgn0033362	2137.03	1959.21	8.95585	118
FBgn0030575	1368.08	1190.25	3.24818	26
FBgn0015572	1749	1571.17	0.283924	3
FBgn0013276	2375	2197.17	8.78221	129.767
FBgn0032613	2123	1945.17	24.08	315
FBgn0036225	1146	968.173	0	0
FBgn0052208	514	336.669	0.010172	0.023
FBgn0017567	819	641.499	157.159	678
FBgn0014388	3447.15	3269.32	802.405	17641.9
FBgn0046763	1934	1756.17	113.629	1342
FBgn0037061	627	449.609	20.8358	63
FBgn0030941	2416.13	2238.3	69.755	1050
FBgn0029809	1433	1255.17	0.118468	1
FBgn0053120	2301	2123.17	1.12057	16
FBgn0015614	1282.23	1104.41	85.0359	631.577
FBgn0033498	1268	1090.17	0.136398	1
FBgn0022224	396	218.788	21.069	31
FBgn0033729	794.5	616.914	0	0
FBgn0260453	2030.18	1852.35	0.160551	2
FBgn0039160	1362	1184.17	70.3838	560.509
FBgn0032750	1371	1193.17	7.60206	61
FBgn0262738	7041.83	6864	20.8829	963.967
FBgn0033979	1769.47	1591.65	0.840816	9
FBgn0032651	1360	1182.17	0	0
FBgn0050376	941	763.446	0	0
FBgn0039495	1455	1277.17	0.582137	5
FBgn0041105	2454	2276.17	0.130656	2
FBgn0283627	1560	1382.17	0	0
