Name	Length	EffectiveLength	TPM	NumReads
FBgn0033770	666.099	495.445	0.241281	1
FBgn0259237	2786	2615	0	0
FBgn0013685	525	354.413	0	0
FBgn0031021	768	597.301	72.1964	360.736
FBgn0033491	3329	3158	6.58653	174
FBgn0051141	961	790.198	0.151281	1
FBgn0284082	778	607.297	0.196842	1
FBgn0036396	1352	1181	7.08544	70
FBgn0036641	885.246	714.468	25.2647	151
FBgn0027594	4492.94	4321.94	162.332	5869
FBgn0261954	7896.04	7725.04	42.4623	2744
FBgn0029987	639	468.353	0.255239	1
FBgn0031660	1140.23	969.233	131.477	1066
FBgn0038619	939.877	769.098	21.2941	137
FBgn0001341	3680	3509	7.49478	220
FBgn0037541	7048.73	6877.73	25.1254	1445.57
FBgn0016701	1124.88	953.983	65.6615	524
FBgn0039110	1769.5	1598.51	53.8671	720.308
FBgn0038839	2837.5	2666.5	0	0
FBgn0264307	3661.07	3490.08	9.24561	269.93
FBgn0263355	3593.59	3422.59	43.7331	1252.12
FBgn0032482	2180.4	2009.4	184.303	3097.98
FBgn0050082	843	672.257	0.355643	2
FBgn0033698	5896	5725	16.1407	773
FBgn0032240	530	359.408	140.374	422.041
FBgn0029925	1070	899.003	23.27	175
FBgn0039017	1757	1586	6.33133	84
FBgn0259711	908	737.225	9.56691	59
FBgn0051140	5817.55	5646.55	5.94925	281.012
FBgn0036813	1221	1050	46.4504	408
FBgn0004379	2923.47	2752.47	20.8467	480
FBgn0036158	782	611.294	0	0
FBgn0031816	2037.17	1866.17	6.98225	109
FBgn0034923	1676.2	1505.21	23.0315	290
FBgn0039582	1151	980.003	0	0
FBgn0051635	6337.43	6166.43	9.66347	498.48
FBgn0263117	5200.03	5029.04	0.057732	2.429
FBgn0030259	717	546.326	0	0
FBgn0029858	1970.73	1799.73	10.0691	151.593
FBgn0260745	2899.09	2728.1	232.064	5296
FBgn0015791	1157.03	986.035	115.658	954
FBgn0051453	1609.53	1438.53	46.7852	563
FBgn0025574	1987.82	1816.83	15.1333	230
FBgn0039637	3172.43	3001.44	102.717	2579
FBgn0023095	4717.42	4546.42	1.52503	58
FBgn0014022	1444	1273	14.6492	156
FBgn0035134	1243	1072	0.44605	4
FBgn0044826	3594.86	3423.87	62.0427	1777
FBgn0030937	1405	1234	0	0
FBgn0085213	715	544.326	0.219614	1
FBgn0039875	2423.71	2252.72	62.1398	1171
FBgn0037736	3968.28	3797.28	0.03148	1
FBgn0024732	2153	1982	16.1641	268
FBgn0053700	1116	945.003	0	0
FBgn0260747	1000.37	829.516	239.511	1662
FBgn0038011	1767	1596	0	0
FBgn0066365	2782.43	2611.44	0.183105	4
FBgn0039863	5856.69	5685.69	30.5284	1452
FBgn0037721	826.929	656.193	0.728699	4
FBgn0036459	2408	2237	0	0
FBgn0038291	1731	1560	16.4753	215
FBgn0001114	3261.49	3090.49	1251.12	32345
FBgn0262894	324	153.552	0	0
FBgn0015772	4885.7	4714.71	13.7654	542.903
FBgn0030873	1720.92	1549.92	88.1571	1143
FBgn0086675	7282.82	7111.82	0.145506	8.656
FBgn0038223	4283.11	4112.12	8.97391	308.693
FBgn0027081	2318.97	2147.97	207.046	3720.28
FBgn0043458	3248.03	3077.03	53.2013	1369.41
FBgn0262010	471	300.451	0.397874	1
FBgn0259963	337	166.545	0	0
FBgn0010238	2156	1985	74.0737	1230
FBgn0034184	3164.3	2993.3	26.997	676
FBgn0000018	1794	1623	21.6545	294
FBgn0032809	910	739.225	0.970274	6
FBgn0036605	513	342.423	0.349106	1
FBgn0052280	1132.85	961.853	29.0822	233.999
FBgn0000055	1170.84	999.844	0.559213	4.678
FBgn0033657	3918	3747	0.09571	3
FBgn0035421	1684	1513	16.434	208
FBgn0030666	1623.18	1452.19	1.57348	19.114
FBgn0011202	4185.56	4014.56	32.0103	1075
FBgn0050091	1681	1510	0	0
FBgn0033260	3377.32	3206.32	30.5722	820
FBgn0283427	8581.12	8410.13	602.675	42400
FBgn0033740	2222.26	2051.26	17.7163	304
FBgn0011725	2808.24	2637.24	25.1927	555.781
FBgn0034377	761	590.306	0	0
FBgn0284248	680.99	510.328	784.487	3349
FBgn0040674	982	811.165	0.20352	1.381
FBgn0036323	1637	1466	0	0
FBgn0038260	1973	1802	3.05156	46
FBgn0034617	1987	1816	7.8334	119
FBgn0262018	7549.51	7378.52	0.032403	2
FBgn0031873	840	669.261	19.6479	110
FBgn0032366	866	695.233	0	0
FBgn0035241	4514.67	4343.67	0.963231	35
FBgn0260049	2268.62	2097.62	132.386	2323
FBgn0015558	4364.76	4193.77	0.884079	31.014
FBgn0267875	162	11.302	0	0
FBgn0003870	4255.57	4084.58	32.2811	1103
FBgn0053061	1278	1107	0	0
FBgn0041181	4928	4757	0.050259	2
FBgn0039778	933	762.224	0	0
FBgn0014455	1599.83	1428.84	221.188	2643.78
FBgn0030462	934.86	764.068	0.312909	2
FBgn0051832	762	591.306	0.202166	1
FBgn0000259	1484.75	1313.83	119.731	1315.91
FBgn0261581	717.5	546.826	0	0
FBgn0039271	836	665.263	10.4221	58
FBgn0031463	1194	1023	0	0
FBgn0014006	4634.08	4463.08	25.2846	944
FBgn0037150	1456	1285	13.117	141
FBgn0030294	1628	1457	15.0145	183
FBgn0036039	1971.3	1800.3	13.3466	201
FBgn0029676	2021.93	1850.93	49.4995	766.427
FBgn0037475	1444.5	1273.5	0	0
FBgn0052076	1529	1358	25.9682	295
FBgn0058354	1400	1229	3.29642	33.89
FBgn0033738	3625.06	3454.06	28.6909	829
FBgn0064126	1583.12	1412.12	34.5936	408.645
FBgn0039115	970	799.178	16.2159	108.409
FBgn0010356	2362	2191	16.6409	305
FBgn0051100	2578	2407	0.099328	2
FBgn0263249	318	147.554	0	0
FBgn0039635	1187.38	1016.46	178.762	1520
FBgn0050010	742.661	571.969	3.553	17
FBgn0034495	1429	1258	15.2483	160.466
FBgn0005617	3840.62	3669.62	30.0025	921
FBgn0030703	1449.6	1278.6	117.99	1262
FBgn0036574	4083.08	3912.08	16.2851	532.94
FBgn0038742	1418	1247	69.8843	729
FBgn0003162	1643.36	1472.36	4.70906	58
FBgn0046999	672	501.34	0	0
FBgn0037345	831	660.266	13.7599	76
FBgn0037050	1522.97	1351.98	9.10727	103
FBgn0029783	1118.66	947.665	10.5961	83.999
FBgn0261269	3725.82	3554.82	3.8336	114
FBgn0264270	2303.65	2132.66	34.4836	615.196
FBgn0259822	4848.85	4677.85	0.104667	4.096
FBgn0034035	1562	1391	28.0162	326
FBgn0039270	868	697.232	13.0304	76
FBgn0031626	1990	1819	0	0
FBgn0051324	1972.06	1801.07	37.8697	570.56
FBgn0260858	1469	1298	47.9824	521
FBgn0031874	1706.61	1535.61	7.40352	95.104
FBgn0262719	7923.31	7752.32	0.354663	23
FBgn0082831	6728.68	6557.69	24.7446	1357.41
FBgn0259239	3209.5	3038.5	0.078685	2
FBgn0036146	755	584.309	3.88715	19
FBgn0035073	3322	3151	11.2296	296
FBgn0020371	789	618.291	0	0
FBgn0032845	1537.62	1366.63	8.48479	97
FBgn0283651	4381.65	4210.66	1.19254	42.005
FBgn0267824	2632	2461	45.0771	928
FBgn0069973	901.819	731.036	18.9688	116.001
FBgn0036301	1709	1538	18.6541	240
FBgn0265048	4744	4573	184.606	7062
FBgn0261057	237.5	67.1185	0	0
FBgn0052564	1448	1277	0	0
FBgn0030797	1019.46	848.669	14.8094	105.137
FBgn0001296	2198.19	2027.19	2.94846	50
FBgn0259972	1093	922.003	0.005085	0.039
FBgn0053986	871	700.228	0	0
FBgn0032435	2743	2572	0.092956	2
FBgn0033905	1172.71	1001.71	15.9912	134
FBgn0029539	639.5	468.854	0	0
FBgn0030502	2958.49	2787.49	77.7936	1814
FBgn0032554	1230	1059.11	0	0
FBgn0036410	2248	2077	0.46044	8
FBgn0025390	6226.55	6055.56	2.33202	118.132
FBgn0038394	1047	876.003	0.691633	5.068
FBgn0029715	1081.99	910.989	61.5431	469
FBgn0034911	6361	6190	0.09656	5
FBgn0026063	2066	1895	0.609735	9.666
FBgn0032375	787.608	616.9	0.193779	1
FBgn0033665	1878	1707	11.2749	161
FBgn0085380	3223	3052	0	0
FBgn0037493	813	642.278	0	0
FBgn0053701	315	144.555	0	0
FBgn0032189	1259	1088	14.5032	132
FBgn0033726	683	512.337	0	0
FBgn0037526	2110.27	1939.27	7.45477	120.935
FBgn0028902	2094.43	1923.43	0.124301	2
FBgn0050289	1164	993.003	0.120384	1
FBgn0038131	1100	929.003	0.016687	0.13
FBgn0004910	2001.39	1830.44	0.130615	2
FBgn0037715	1039.65	868.649	26.2851	190.999
FBgn0038151	1571	1400	0	0
FBgn0005391	1584.5	1413.5	0	0
FBgn0265416	5009.33	4838.34	0.168833	6.833
FBgn0033115	1324.22	1153.22	11.9208	115
FBgn0029587	2609.49	2438.49	1.37383	28.024
FBgn0034300	5047.13	4876.13	11.8656	484
FBgn0265464	2788	2617	4.47653	98
FBgn0036112	761	590.306	0	0
FBgn0262730	7948.8	7777.8	19.8943	1294.39
FBgn0262512	659	488.343	76.3748	312
FBgn0015279	4403.83	4232.83	49.8746	1766
FBgn0039831	2802.99	2632	62.792	1382.52
FBgn0261673	1943.33	1772.33	0.539591	8.002
FBgn0026570	1233.92	1062.93	38.1256	339
FBgn0031574	3462.01	3291.01	6.39298	176
FBgn0036761	1779.57	1608.57	49.5684	667
FBgn0085385	4898.55	4727.55	0.033195	1.312
FBgn0027296	2019.53	1848.53	8.60093	133
FBgn0033259	2863	2692	31.1732	702
FBgn0033616	1893	1722	10.3436	149
FBgn0030224	1034	863.003	0.138518	1
FBgn0016685	914.921	744.145	303.294	1888
FBgn0003888	2516.71	2345.71	213.304	4185.56
FBgn0025381	2152.59	1981.59	319.349	5293.71
FBgn0052667	368	197.533	1.21035	2
FBgn0031771	1554.67	1383.68	133.911	1550
FBgn0042133	1168	997.003	6.35476	53
FBgn0028546	1070.68	899.678	79.5902	599
FBgn0037620	1159	988.003	1.45192	12
FBgn0086710	477.314	306.762	3455.39	8867.04
FBgn0036028	1427	1256	8.94658	94
FBgn0000046	1697.29	1526.3	1.07406	13.713
FBgn0034568	3415.98	3244.98	0.184195	5
FBgn0035464	2239.67	2068.68	42.5887	737
FBgn0032331	1716	1545	0.23212	3
FBgn0261380	1356	1185	23.2022	230
FBgn0039196	1506	1335	0	0
FBgn0051683	1896.45	1725.45	1.65755	23.925
FBgn0011754	2674.42	2503.42	19.4348	407
FBgn0003250	1349	1178	0.202957	2
FBgn0028872	1850.33	1679.34	0	0
FBgn0003975	3463	3292	0.072626	2
FBgn0040751	379	208.528	18.3445	32
FBgn0039958	2029.86	1858.86	28.6034	444.78
FBgn0034201	1441.5	1270.73	0	0
FBgn0032390	847.212	676.466	51.7776	293
FBgn0031144	1981.5	1810.5	33.6737	509.999
FBgn0037481	943	772.217	18.112	117
FBgn0033457	1055.69	884.698	23.7814	176
FBgn0037974	1216.97	1045.97	27.3103	238.96
FBgn0038033	1754	1583	0	0
FBgn0029689	2699	2528	11.1125	235
FBgn0036784	2074	1903	0	0
FBgn0085458	750	579.309	0	0
FBgn0033787	1141.53	970.529	5.29639	43
FBgn0031955	5710.36	5539.37	0.366867	17
FBgn0054011	1090	919.003	0	0
FBgn0051092	3924.62	3753.62	1.17154	36.786
FBgn0003218	4989.69	4818.69	14.5124	584.988
FBgn0029687	2573.54	2402.55	64.6439	1299.21
FBgn0033460	4650.93	4479.94	46.0563	1726
FBgn0039664	1385.4	1214.41	7.24026	73.553
FBgn0037802	1114	943.003	7.09896	56
FBgn0014002	2080.55	1909.56	748.316	11953.6
FBgn0051454	1736	1565	0.152769	2
FBgn0046886	1227	1056	0	0
FBgn0261060	329	158.549	0	0
FBgn0039349	1861.11	1690.11	21.0068	297
FBgn0036230	922.5	751.725	0	0
FBgn0085599	1023	852.003	8.382	59.74
FBgn0030292	477	306.448	56.9529	146
FBgn0039132	1022.61	851.716	55.8609	398
FBgn0032790	1215	1044	12.9389	113
FBgn0029996	2535.55	2364.55	48.3313	956.001
FBgn0264830	262	91.59	0	0
FBgn0083972	706	535.332	3.12626	14
FBgn0052221	1606	1435	9.24677	111
FBgn0061209	595	424.385	0.112201	0.398
FBgn0019938	5078	4907	30.0864	1235
FBgn0029920	757	586.307	0.003204	0.016
FBgn0259728	885	714.226	6.04995	36.147
FBgn0052732	2189	2018	13.0264	219.901
FBgn0030164	1289.75	1118.75	0	0
FBgn0033785	1902.04	1731.04	6.28425	91
FBgn0250839	1099	928.003	0.128816	1
FBgn0267887	453	282.459	0.000139	0
FBgn0267365	936	765.224	19.9959	128
FBgn0032150	1070.46	899.492	5.71467	42.999
FBgn0035360	1685.82	1514.82	1.65721	20.999
FBgn0035833	3722	3551	13.8023	410
FBgn0034849	774.583	603.882	48.6322	245.672
FBgn0035041	2875.31	2704.31	0.088408	2
FBgn0037067	876	705.228	0.169508	1
FBgn0263197	5998.37	5827.37	68.2291	3326
FBgn0033724	654.145	483.487	20.0272	81
FBgn0265201	476	305.448	0.832914	2.128
FBgn0031690	1705.32	1534.32	0.545384	6.999
FBgn0035009	576	405.389	0	0
FBgn0052601	967	796.184	0.481453	3.207
FBgn0033996	1959.17	1788.18	16.8465	252
FBgn0034437	2768	2597	0.046031	1
FBgn0031247	748	577.309	20.2451	97.771
FBgn0039552	649	478.349	0	0
FBgn0030990	2067.85	1896.85	116.778	1853
FBgn0015925	2001.27	1830.28	27.9542	428
FBgn0029959	1181.57	1010.58	32.8848	278
FBgn0001276	727	556.323	24.711	115
FBgn0036277	437	266.467	99.1444	221
FBgn0052643	548	377.4	0.316751	1
FBgn0263782	3818	3647	10.3579	316
FBgn0035695	4220.15	4049.15	0.177136	6
FBgn0034138	627.191	456.555	3901.07	14899
FBgn0035997	3199.8	3028.8	22.9706	582
FBgn0028541	2464.54	2293.54	60.7731	1166
FBgn0053666	666	495.341	0	0
FBgn0051860	2260.5	2089.5	0	0
FBgn0035312	1183	1012	24.7629	209.635
FBgn0036236	1075	904.003	0.133124	1.007
FBgn0259735	6368.76	6197.77	119.194	6179.75
FBgn0037094	3104.46	2933.46	41.7698	1025
FBgn0051953	715	544.326	0.469153	2.136
FBgn0029523	2309	2138	0.731466	13.082
FBgn0035374	1144	973.003	59.095	481
FBgn0034514	440	269.466	0	0
FBgn0038934	4894.07	4723.07	0.152642	6.031
FBgn0036360	2534	2363	0.050589	1
FBgn0014465	2092.01	1921.01	0.37441	6.016
FBgn0038471	1102	931.003	24.1394	188
FBgn0038047	1623	1452	2.88151	35
FBgn0064237	1495	1324	0	0
FBgn0032036	2397.04	2226.04	343.744	6401
FBgn0038207	740	569.312	0.209976	1
FBgn0259821	4508.12	4337.12	1.81912	66.001
FBgn0032084	1448.05	1277.05	1.12329	12
FBgn0014427	1176	1005	13.9168	117
FBgn0031257	2621.85	2450.86	45.4588	931.999
FBgn0041094	2278.37	2107.37	75.322	1327.83
FBgn0033988	2216	2045	29.8708	511
FBgn0001986	3585	3414	37.8164	1080
FBgn0032078	1997.25	1826.25	194.278	2968
FBgn0038551	1645	1474	29.196	360
FBgn0000808	1991.62	1820.62	7.41958	113
FBgn0036895	3746	3575	0.033438	1
FBgn0266455	280	109.578	0	0
FBgn0031575	2764.04	2593.04	10.8798	236
FBgn0033880	1145	974.003	4.05017	33
FBgn0051661	1341	1170	0	0
FBgn0283476	12442	12271	0.068193	7
FBgn0032882	1961	1790	32.911	492.804
FBgn0025700	891.32	720.544	118.954	717
FBgn0039811	514	343.422	0	0
FBgn0086447	407.052	236.545	31.2829	61.901
FBgn0000463	4337.7	4166.7	0.05738	2.001
FBgn0034748	1924	1753	17.8665	262
FBgn0042138	1245.66	1074.66	96.5534	868
FBgn0017556	1210.81	1039.82	0.000124	0.002
FBgn0267423	640	469.353	0	0
FBgn0052843	3276.5	3105.5	0	0
FBgn0250827	860	689.235	0	0
FBgn0023536	2345	2174	3.07927	56
FBgn0263236	3130.34	2959.35	1.13105	27.999
FBgn0039379	1894	1723	33.3024	480
FBgn0263842	318	147.554	0	0
FBgn0259676	1753	1582	24.2559	321
FBgn0050005	887	716.226	30.3011	181.547
FBgn0036842	2803.98	2632.98	32.8254	723
FBgn0026718	1558.37	1387.37	5.08368	59
FBgn0034061	656	485.345	39.4084	160
FBgn0038877	2124	1953	52.9803	865.56
FBgn0262588	777	606.297	18.3365	93
FBgn0264979	1362.53	1191.53	14.2463	142
FBgn0010772	3248.4	3077.4	31.8918	821
FBgn0034127	2103	1932	1.48499	24
FBgn0261850	2797	2626	20.1209	442
FBgn0037853	1642	1471	81.3468	1001
FBgn0038851	978	807.169	2.2215	15
FBgn0083942	556	385.397	0	0
FBgn0004915	1413.11	1242.11	38.4195	399.2
FBgn0265630	6017.04	5846.04	25.2537	1235
FBgn0034870	870	699.229	0.170962	1
FBgn0036483	4064.44	3893.45	7.46091	243
FBgn0026869	6323.13	6152.14	28.8954	1487.08
FBgn0051404	981	810.166	0.147552	1
FBgn0050446	2303	2132	0.336421	6
FBgn0033020	669.5	498.841	0	0
FBgn0036450	2644	2473	36.0607	746
FBgn0085479	1472	1301	0.091884	1
FBgn0037045	1081	910.003	8.14458	62
FBgn0030114	2710.06	2539.06	42.7026	907
FBgn0046685	2895	2724	40.6372	926
FBgn0031951	1147.9	976.905	30.805	251.741
FBgn0030310	738.967	568.276	371.073	1764
FBgn0032251	1034.69	863.696	10.6574	77
FBgn0036009	1497	1326	0	0
FBgn0039266	1512.14	1341.14	47.6869	535
FBgn0034194	1755.51	1584.51	22.935	304
FBgn0004554	562.121	391.516	0.30533	1
FBgn0003360	1636.94	1465.94	388.441	4763.45
FBgn0030320	3584.51	3413.52	16.6696	475.999
FBgn0261639	849	678.249	9.62874	54.631
FBgn0030812	4531.45	4360.45	40.4647	1476
FBgn0052091	2967	2796	1.02611	24
FBgn0039183	3121.65	2950.65	28.4811	703
FBgn0000299	5697.87	5526.87	620.064	28667.9
FBgn0004892	2611	2440	0.048992	1
FBgn0038602	615	444.379	0	0
FBgn0037260	1785	1614	0.81472	11
FBgn0052668	2676	2505	0.76354	16
FBgn0001250	5721.51	5550.51	0.732261	34.001
FBgn0036795	1548	1377	0	0
FBgn0015321	1154.38	983.38	50.813	418.001
FBgn0030202	348	177.542	0	0
FBgn0030244	983.337	812.438	0.29428	2
FBgn0039501	2472	2301	6.44205	124
FBgn0038127	935	764.224	0	0
FBgn0003129	2566	2395	0.099826	2
FBgn0033100	561.157	390.551	37.3424	122
FBgn0030832	708	537.33	0	0
FBgn0264738	1067	896.003	0	0
FBgn0036302	2190.6	2019.61	62.4461	1055
FBgn0011205	1974.25	1803.25	53.5699	808.085
FBgn0028700	1278.45	1107.45	35.1775	325.889
FBgn0039927	3417.09	3246.09	5.01189	136.094
FBgn0038079	719.667	548.984	0	0
FBgn0040066	1648.82	1477.82	57.0325	705.056
FBgn0030833	3916.49	3745.49	3.7342	117
FBgn0036656	1395.72	1224.74	1.25769	12.885
FBgn0053531	4324.94	4153.95	0.316557	10.999
FBgn0033982	2977.19	2806.2	0.511114	11.998
FBgn0085237	380	209.527	0	0
FBgn0052086	1524	1353	0	0
FBgn0284247	12280.5	12109.5	0	0
FBgn0039434	1030	859.003	0	0
FBgn0051933	2076	1905	0	0
FBgn0038830	670	499.34	19.3927	81.006
FBgn0035294	1682	1511	73.2378	925.722
FBgn0040793	417	246.482	448.132	924
FBgn0014179	2042	1871	0	0
FBgn0031145	835.646	664.936	272.418	1515.29
FBgn0033234	2141.06	1970.06	0.99458	16.391
FBgn0040343	531.456	360.87	0.66252	2
FBgn0050491	1168.77	997.777	2.55132	21.295
FBgn0034420	3273.27	3102.27	119.377	3098
FBgn0054008	715	544.326	4.64261	21.14
FBgn0037297	1605.67	1434.67	19.4143	233
FBgn0031725	2661.5	2490.5	0	0
FBgn0039307	1248	1077	0	0
FBgn0035435	1103	932.003	7.6958	60
FBgn0013810	12202	12031	2.9411	296
FBgn0003963	4652.62	4481.63	65.2707	2447
FBgn0030494	858	687.238	0.521836	3
FBgn0039055	3473	3302	28.4192	785
FBgn0040308	1034.16	863.16	65.7843	475
FBgn0039620	2274	2103	1.59162	28
FBgn0015765	1458.41	1287.41	16.9923	183.001
FBgn0031270	744.479	573.791	4.58341	22
FBgn0029795	1636.09	1465.1	0.897524	11
FBgn0030049	4141.11	3970.12	60.5219	2010
FBgn0052702	11349	11178	4.93011	461
FBgn0032938	3264.98	3093.98	37.8642	980.001
FBgn0037760	4596.8	4425.8	36.0587	1335
FBgn0259832	474	303.449	9.84858	25
FBgn0020440	4593.2	4422.2	13.2458	489.999
FBgn0004590	639	468.353	0	0
FBgn0024941	3667.27	3496.27	0.034191	1
FBgn0035084	1324.35	1153.36	13.1889	127.248
FBgn0038752	2194	2023	0	0
FBgn0051643	2938	2767	7.9e-05	0.002
FBgn0030746	3764.07	3593.07	0.865023	26
FBgn0015714	1551.7	1380.7	81.9331	946.322
FBgn0037506	1426	1255	0.476261	5
FBgn0266977	516	345.422	0	0
FBgn0035077	1165	994.003	0.064409	0.536
FBgn0053109	1025	854.003	0.139978	1
FBgn0002933	523	352.416	0	0
FBgn0085331	825	654.271	0	0
FBgn0261584	1711.24	1540.25	11.7971	152
FBgn0033362	2061.41	1890.41	7.77801	123
FBgn0030575	1383.74	1212.75	3.44999	35
FBgn0015572	1749	1578	0.454531	6
FBgn0013276	2375	2204	8.12519	149.805
FBgn0032613	2123	1952	20.2706	331
FBgn0036225	1146	975.003	0	0
FBgn0052208	514	343.422	0.00905	0.026
FBgn0017567	819	648.275	160.981	873
FBgn0014388	3434.86	3263.86	589.18	16086.4
FBgn0046763	1934	1763	101.166	1492
FBgn0037061	627	456.365	23.5704	89.983
FBgn0030941	2416.31	2245.31	55.2106	1037
FBgn0029809	1433	1262	0	0
FBgn0053120	2301	2130	1.2347	22
FBgn0015614	1239.86	1068.87	78.6294	703.053
FBgn0033498	1268	1097	0.217943	2
FBgn0022224	396	225.507	37.1071	70
FBgn0033729	794.5	623.704	0	0
FBgn0260453	1765.79	1594.8	0.29983	4
FBgn0039160	1362	1191	62.3976	621.672
FBgn0032750	1371	1200	7.47135	75
FBgn0262738	7053.77	6882.78	15.2001	875.164
FBgn0033979	1733	1562.01	0.612247	8
FBgn0032651	1360	1189	0	0
FBgn0050376	941	770.22	0	0
FBgn0039495	1455	1284	0.372404	4
FBgn0041105	2454	2283	0.104723	2
FBgn0283627	1560	1389	0	0
FBgn0250862	1473.88	1302.88	0.091751	1
FBgn0052944	2159.56	1988.57	0.841604	14
FBgn0033283	935	764.224	0.312845	2
FBgn0263598	2489.47	2318.47	147.561	2861.9
FBgn0005593	900.893	730.114	5648.37	34498
FBgn0029147	1875.49	1704.49	42.0801	600
FBgn0038290	1428	1257	83.9739	883
FBgn0037409	2629	2458	0	0
FBgn0261514	2584.16	2413.16	0.099075	2
FBgn0010926	3036.6	2865.61	17.6726	423.64
